ParkName,Year,Month,Date,RecreationVisits,NonRecreationVisits,Total Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,5,5/1/1999,174610,21923,196533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,6,6/1/1999,315980,21723,337703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,7,7/1/1999,562996,21923,584919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,8,8/1/1999,639073,21923,660996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,9,9/1/1999,426024,21723,447747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,10,10/1/1999,277644,20373,298017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,11,11/1/1999,39416,20223,59639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,1999,12,12/1/1999,16211,20373,36584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,1,1/1/2000,22500,20373,42873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,2,2/1/2000,23848,19923,43771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,3,3/1/2000,35423,20373,55796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,4,4/1/2000,78555,21723,100278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,5,5/1/2000,166456,21923,188379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,6,6/1/2000,319208,21723,340931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,7,7/1/2000,547929,21923,569852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,8,8/1/2000,594904,21923,616827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,9,9/1/2000,378135,21723,399858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,10,10/1/2000,253626,20373,273999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,11,11/1/2000,33693,20223,53916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2000,12,12/1/2000,14961,20373,35334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,1,1/1/2001,18090,20373,38463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,2,2/1/2001,23926,19923,43849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,3,3/1/2001,35473,20373,55846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,4,4/1/2001,76007,21723,97730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,5,5/1/2001,157353,21923,179276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,6,6/1/2001,325242,21723,346965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,7,7/1/2001,558641,21923,580564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,8,8/1/2001,630240,21923,652163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,9,9/1/2001,377456,21723,399179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,10,10/1/2001,257280,20373,277653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,11,11/1/2001,41353,20223,61576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2001,12,12/1/2001,15490,20373,35863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,1,1/1/2002,15309,20373,35682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,2,2/1/2002,25071,19923,44994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,3,3/1/2002,34498,20373,54871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,4,4/1/2002,72528,21723,94251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,5,5/1/2002,163145,21923,185068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,6,6/1/2002,325441,21723,347164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,7,7/1/2002,571119,21923,593042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,8,8/1/2002,636824,21923,658747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,9,9/1/2002,392531,21723,414254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,10,10/1/2002,271312,20373,291685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,11,11/1/2002,36589,20223,56812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2002,12,12/1/2002,14205,20373,34578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,1,1/1/2003,22917,0,22917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,2,2/1/2003,21993,0,21993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,3,3/1/2003,34274,0,34274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,4,4/1/2003,68444,0,68444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,5,5/1/2003,135443,6000,141443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,6,6/1/2003,309230,6000,315230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,7,7/1/2003,547836,6000,553836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,8,8/1/2003,595191,6000,601191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,9,9/1/2003,376060,6000,382060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,10,10/1/2003,262412,4500,266912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,11,11/1/2003,44294,0,44294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2003,12,12/1/2003,12968,0,12968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,1,1/1/2004,11861,0,11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,2,2/1/2004,14266,0,14266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,3,3/1/2004,20952,0,20952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,4,4/1/2004,60180,0,60180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,5,5/1/2004,134597,6000,140597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,6,6/1/2004,305134,6000,311134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,7,7/1/2004,471406,6000,477406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,8,8/1/2004,524675,6000,530675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,9,9/1/2004,357146,6000,363146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,10,10/1/2004,261284,4500,265784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,11,11/1/2004,34125,0,34125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2004,12,12/1/2004,12221,0,12221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,1,1/1/2005,10810,600,11410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,2,2/1/2005,11831,600,12431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,3,3/1/2005,18917,600,19517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,4,4/1/2005,59773,600,60373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,5,5/1/2005,110330,7500,117830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,6,6/1/2005,275175,7500,282675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,7,7/1/2005,468512,7500,476012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,8,8/1/2005,519350,7500,526850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,9,9/1/2005,321070,7500,328570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,10,10/1/2005,207599,6000,213599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,11,11/1/2005,37101,600,37701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2005,12,12/1/2005,11016,600,11616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,1,1/1/2006,13494,600,14094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,2,2/1/2006,12924,600,13524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,3,3/1/2006,21695,600,22295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,4,4/1/2006,59034,600,59634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,5,5/1/2006,120889,7500,128389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,6,6/1/2006,244333,7500,251833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,7,7/1/2006,476631,7500,484131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,8,8/1/2006,506833,7500,514333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,9,9/1/2006,330649,7500,338149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,10,10/1/2006,249850,6000,255850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,11,11/1/2006,33903,600,34503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2006,12,12/1/2006,13353,600,13953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,1,1/1/2007,12415,600,13015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,2,2/1/2007,11068,600,11668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,3,3/1/2007,19220,600,19820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,4,4/1/2007,61775,600,62375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,5,5/1/2007,132152,7500,139652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,6,6/1/2007,273765,7500,281265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,7,7/1/2007,461894,7500,469394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,8,8/1/2007,544892,7500,552392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,9,9/1/2007,371217,7500,378717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,10,10/1/2007,263311,6000,269311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,11,11/1/2007,41449,600,42049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2007,12,12/1/2007,9070,600,9670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,1,1/1/2008,10744,600,11344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,2,2/1/2008,11131,600,11731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,3,3/1/2008,17489,600,18089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,4,4/1/2008,53798,600,54398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,5,5/1/2008,125679,7500,133179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,6,6/1/2008,263542,7500,271042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,7,7/1/2008,470295,7500,477795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,8,8/1/2008,514443,7500,521943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,9,9/1/2008,319582,7500,327082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,10,10/1/2008,246533,6000,252533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,11,11/1/2008,32759,600,33359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2008,12,12/1/2008,9862,600,10462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,1,1/1/2009,9366,600,9966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,2,2/1/2009,9751,600,10351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,3,3/1/2009,19258,600,19858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,4,4/1/2009,59277,600,59877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,5,5/1/2009,129885,7500,137385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,6,6/1/2009,244780,7500,252280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,7,7/1/2009,457622,7500,465122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,8,8/1/2009,586446,7500,593946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,9,9/1/2009,399789,7500,407289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,10,10/1/2009,258007,6000,264007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,11,11/1/2009,44042,600,44642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2009,12,12/1/2009,9475,600,10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,1,1/1/2010,10510,600,11110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,2,2/1/2010,13398,600,13998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,3,3/1/2010,26080,600,26680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,4,4/1/2010,57992,600,58592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,5,5/1/2010,169898,7500,177398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,6,6/1/2010,286635,7500,294135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,7,7/1/2010,545382,7500,552882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,8,8/1/2010,627918,7500,635418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,9,9/1/2010,431001,7500,438501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,10,10/1/2010,289114,6000,295114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,11,11/1/2010,36736,600,37336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2010,12,12/1/2010,9544,600,10144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,1,1/1/2011,10428,600,11028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,2,2/1/2011,9533,600,10133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,3,3/1/2011,19510,600,20110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,4,4/1/2011,58307,600,58907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,5,5/1/2011,132720,7500,140220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,6,6/1/2011,297222,7500,304722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,7,7/1/2011,559892,7500,567392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,8,8/1/2011,583153,7500,590653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,9,9/1/2011,387868,7500,395368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,10,10/1/2011,270477,6000,276477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,11,11/1/2011,34192,600,34792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2011,12,12/1/2011,11343,600,11943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,1,1/1/2012,11930,600,12530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,2,2/1/2012,12388,600,12988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,3,3/1/2012,22684,600,23284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,4,4/1/2012,59471,600,60071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,5,5/1/2012,157406,7500,164906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,6,6/1/2012,309198,7500,316698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,7,7/1/2012,539234,7500,546734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,8,8/1/2012,574307,7500,581807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,9,9/1/2012,391810,7500,399310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,10,10/1/2012,302932,6000,308932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,11,11/1/2012,38385,600,38985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2012,12,12/1/2012,11307,600,11907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,1,1/1/2013,11249,600,11849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,2,2/1/2013,9869,600,10469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,3,3/1/2013,20631,600,21231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,4,4/1/2013,47090,600,47690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,5,5/1/2013,133653,7500,141153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,6,6/1/2013,315791,7500,323291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,7,7/1/2013,555308,7500,562808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,8,8/1/2013,617306,7500,624806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,9,9/1/2013,400400,7500,407900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,10,10/1/2013,94904,6000,100904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,11,11/1/2013,41181,600,41781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2013,12,12/1/2013,7540,600,8140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,1,1/1/2014,10459,600,11059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,2,2/1/2014,10258,600,10858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,3,3/1/2014,17502,600,18102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,4,4/1/2014,57211,600,57811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,5,5/1/2014,153013,7500,160513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,6,6/1/2014,338845,7500,346345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,7,7/1/2014,561073,7500,568573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,8,8/1/2014,638152,7500,645652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,9,9/1/2014,418173,7500,425673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,10,10/1/2014,313920,6000,319920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,11,11/1/2014,31013,600,31613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2014,12,12/1/2014,13510,600,14110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,1,1/1/2015,12578,600,13178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,2,2/1/2015,10626,600,11226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,3,3/1/2015,18062,600,18662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,4,4/1/2015,63214,600,63814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,5,5/1/2015,187205,7500,194705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,6,6/1/2015,359661,7500,367161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,7,7/1/2015,606597,7500,614097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,8,8/1/2015,666767,7500,674267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,9,9/1/2015,479320,7500,486820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,10,10/1/2015,344362,6000,350362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,11,11/1/2015,48912,600,49512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2015,12,12/1/2015,13880,600,14480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,1,1/1/2016,17204,600,17804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,2,2/1/2016,16530,600,17130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,3,3/1/2016,28121,600,28721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,4,4/1/2016,94199,600,94799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,5,5/1/2016,217147,7500,224647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,6,6/1/2016,445410,7500,452910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,7,7/1/2016,696854,7500,704354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,8,8/1/2016,735945,7500,743445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,9,9/1/2016,570434,7500,577934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,10,10/1/2016,412416,6000,418416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,11,11/1/2016,55022,600,55622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2016,12,12/1/2016,14111,600,14711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,1,1/1/2017,15520,600,16120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,2,2/1/2017,14342,600,14942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,3,3/1/2017,20936,600,21536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,4,4/1/2017,85267,600,85867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,5,5/1/2017,222978,7500,230478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,6,6/1/2017,476191,7500,483691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,7,7/1/2017,743529,7500,751029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,8,8/1/2017,762436,7500,769936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,9,9/1/2017,595388,7500,602888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,10,10/1/2017,507594,6000,513594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,11,11/1/2017,53006,600,53606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2017,12,12/1/2017,12084,600,12684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,1,1/1/2018,11974,600,12574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,2,2/1/2018,12167,600,12767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,3,3/1/2018,23756,600,24356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,4,4/1/2018,72858,600,73458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,5,5/1/2018,249050,7500,256550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,6,6/1/2018,499163,7500,506663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,7,7/1/2018,759165,7500,766665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,8,8/1/2018,767219,7500,774719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,9,9/1/2018,600397,7500,607897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,10,10/1/2018,488204,6000,494204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,11,11/1/2018,40930,600,41530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2018,12,12/1/2018,12692,600,13292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,1,1/1/2019,8532,600,9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,2,2/1/2019,9154,600,9754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,3,3/1/2019,20161,600,20761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,4,4/1/2019,68046,600,68646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,5,5/1/2019,226156,7500,233656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,6,6/1/2019,490720,7500,498220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,7,7/1/2019,756439,7500,763939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,8,8/1/2019,759735,7500,767235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,9,9/1/2019,603273,7500,610773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia NP,2019,10,10/1/2019,436194,6000,442194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
